NRI_ID,STATE,COUNTY,EAL_VALT,AVLN_EALT,CFLD_EALT,CWAV_EALT,DRGT_EALT,ERQK_EALT,HAIL_EALT,HWAV_EALT,HRCN_EALT,ISTM_EALT,LNDS_EALT,LTNG_EALT,RFLD_EALT,SWND_EALT,TRND_EALT,TSUN_EALT,VLCN_EALT,WFIR_EALT,WNTW_EALT
C13121,Georgia,Fulton,55531888.29110463,0.0,0.0,0.0,0.0,12779992.75995446,4863888.827253974,0.0,4128163.6424464094,350523.99485924654,152399.99999999927,2078745.4577340109,10476392.633868063,1151805.8894953171,19369543.824023385,0.0,0.0,98468.84058829807,81962.4208814619
C13123,Georgia,Gilmer,6501165.383108275,0.0,0.0,790030.8270486447,1450.0333618639977,425666.33587177214,597309.6781718298,0.0,208577.6753763292,232302.12915511688,21899.99999999992,290599.0674851252,1478509.3302070547,345436.3679283417,2003974.3223135448,0.0,0.0,1046.7470457238949,104362.8691429275
C13125,Georgia,Glascock,518328.6419888306,0.0,0.0,0.0,18936.33773101936,49423.60303469266,19637.160825591145,9374.930881498663,141850.08109308957,34419.87235807757,21899.999999996653,11357.938831422875,612.2766685656715,69337.21984526105,133317.20435430776,0.0,0.0,2583.5540791108488,5578.462286196871
C13127,Georgia,Glynn,42708660.89752813,0.0,826298.2705240714,12849.299946024687,313.93599693062333,799703.8196982598,267025.22809703514,263572.2572187423,34580643.73790213,26763.484403703176,21900.00000000005,447350.4186006653,687768.3365912496,189054.3401843712,604571.994077478,0.0,0.0,3874769.00221654,106076.77207092984
C13129,Georgia,Gordon,7875730.943851793,0.0,0.0,274213.1584859193,37326.34770637991,1142498.9457123887,287526.15554751805,0.0,423199.3894208283,129234.97136680658,122400.00000000036,173698.67723936003,1320308.0527950178,638707.1975834768,3171139.7361094207,0.0,0.0,5161.779860835331,150316.53202383989
C13131,Georgia,Grady,11951855.134168442,0.0,0.0,0.0,61365.50481788666,47787.72451346154,54084.46771491112,47927.545640681725,9091805.869280564,411.1499481122306,21899.999999998527,186830.07882008993,81977.92546387673,160530.46653500388,2098958.0369475167,0.0,0.0,87383.10819407801,10893.256292261693
C13133,Georgia,Greene,2562054.919278233,0.0,0.0,0.0,1744.4068494523103,243169.39153246308,106129.92122195783,43050.34040843468,760087.9295333747,438125.030584779,21899.99999999915,63656.72046579361,27090.626803833016,197471.64871638047,631225.0033528258,0.0,0.0,5267.306269778745,23136.593539159996
C13135,Georgia,Gwinnett,47003458.94396564,0.0,0.0,0.0,61579.39040849018,7728624.504257656,6104020.168333601,0.0,3736377.184913125,313071.30326387583,152400.00000000015,5211704.82925664,1047571.5053072124,442155.75498284935,20709354.51267332,0.0,0.0,94676.00024364109,1401923.79032523
C13137,Georgia,Habersham,3505772.6881590327,0.0,0.0,0.0,7424.575654235304,427931.9093476077,93793.370587283,0.0,271819.70161324047,97725.61205089383,21900.00000000019,273228.8883027879,223315.00687361843,355892.7383281167,1565034.5910633416,0.0,0.0,46750.46891064365,120955.8254272638
C13139,Georgia,Hall,17069129.837108158,0.0,0.0,0.0,1542.7785598738,1843282.0836634496,1546998.7460643963,0.0,848839.7631210169,224503.7219403328,122399.99999999988,1288534.46399999,267178.0703301119,397149.65316623845,9986980.042291805,0.0,0.0,68104.50523509341,473616.0087358498
C13141,Georgia,Hancock,774125.5945157683,0.0,0.0,0.0,12844.877387771303,86043.01857184134,17773.4778014483,28183.379286158764,148539.10487654584,46945.57618221136,21900.000000000837,32956.39679885124,71497.82442909601,71876.5528965587,226407.8328102198,0.0,0.0,2394.1764461610105,6763.377028903852
C13143,Georgia,Haralson,2565254.548561099,0.0,0.0,0.0,3046.1357783151716,236965.0422333051,261270.6956816087,0.0,167110.30119367657,132252.40382763144,21899.999999999967,90701.0814822253,158425.91536428532,207007.15176124105,1234177.7553181204,0.0,0.0,42479.62005928813,9918.445861401804
C13145,Georgia,Harris,2290850.8610135545,0.0,0.0,0.0,69333.53241055351,109811.61165173778,303062.7617777368,26166.14482749668,524455.5109582803,135967.0337721019,21899.999999999713,93545.51588320918,174642.8961600943,79153.16703228105,720516.6823654582,0.0,0.0,10010.02457462198,22285.97959998359
C13147,Georgia,Hart,2948444.7098540007,0.0,0.0,0.0,8416.962868009945,368797.3025743335,319339.5767701276,0.0,725196.2373515969,115833.24689781012,21899.999999998978,68922.51776076823,31021.691769288944,314734.08140531287,962727.6104918384,0.0,0.0,8799.320934718035,2756.1610301968826
C13149,Georgia,Heard,1300320.5446653967,0.0,0.0,0.0,11309.428325483288,81465.18328226209,74778.62660594926,0.0,120310.46177083098,64723.17355797135,21900.000000000593,41161.22964506817,59170.208187925535,82895.82745584419,719469.0958081754,0.0,0.0,20030.676538370244,3106.6334875153
C13151,Georgia,Henry,16232198.104861723,0.0,0.0,0.0,91434.87854837193,1465179.4667895772,3395269.840020787,181899.48199770047,1895269.1335543287,192843.93906363787,122400.00000000016,876264.634635506,125180.11163730496,103941.71978042796,7520549.475183548,0.0,0.0,42016.04383463176,219949.37981590288
C13153,Georgia,Houston,11527496.096180337,0.0,0.0,0.0,108915.58341704328,1014651.8048986978,415241.0573815063,741269.0936628627,3716794.4808769207,501867.438525849,21900.000000000007,867390.2533046894,197605.0218058586,59714.02248142859,3752355.602544916,0.0,0.0,44572.86974693266,85218.86753363084
C13155,Georgia,Irwin,2688054.910181734,0.0,0.0,0.0,95594.68813926927,52128.28055432937,22065.10447121069,17649.176043952066,1685022.1738388364,1005.0069490719004,21900.00000000308,95194.4316499882,35826.358012197205,72197.49727199388,572481.640175643,0.0,0.0,6355.829801803352,10634.723273435164
C13157,Georgia,Jackson,7142536.2906410815,0.0,0.0,0.0,17102.916342483004,706042.4068180113,961676.5439484605,67654.343592368,978993.57356368,188290.3902348192,229799.07820323904,167424.83364211002,74643.52050703573,449564.18692360126,3119821.5638283608,0.0,0.0,34333.03996658901,147189.89307032214
C13159,Georgia,Jasper,961615.9533810784,0.0,0.0,0.0,12758.996884840735,91577.34510087123,110184.870616549,33056.947960569865,132864.35162542344,8755.053378355873,21900.00000000003,54889.11834413876,5965.643764734325,69048.84201064784,397339.1087809504,0.0,0.0,4264.835691945954,19010.839222050956
C13161,Georgia,Jeff Davis,4075825.349930127,0.0,0.0,45743.0460225672,109782.57802338552,157780.1000839485,63191.34235560156,46490.74753755536,2644025.509540546,1449.0079213291629,3422.5770392540435,110264.33644468916,19357.225368776344,76711.61629931036,738800.2978871427,0.0,0.0,46953.091938912046,11853.873467109228
C13163,Georgia,Jefferson,2969923.643791821,0.0,0.0,0.0,199456.30827726223,306049.86993410526,124884.30816365356,51029.230246252606,1017478.7554424286,188000.84495369953,21899.999999999483,69589.72590729741,2540.764594135821,242135.18385012727,727898.2238130848,0.0,0.0,10039.58736930324,8920.841240470989
C13165,Georgia,Jenkins,2208235.0459626163,0.0,0.0,0.0,440970.9175522016,166289.42329383385,13554.95979276461,56138.60101302421,958838.8494414528,9552.60428160651,20427.422547575472,22091.11855453954,35100.57192254524,136702.7880448568,332096.8320866778,0.0,0.0,9001.237432083526,7469.719999454104
C13167,Georgia,Johnson,1316948.5790245745,0.0,0.0,0.0,59427.24982297603,103060.43280691968,61794.244108521074,77357.86859471741,582515.179269886,25859.8955305898,21477.549914224255,35491.159799434674,8973.691533138172,82836.63787298292,249479.2240430441,0.0,0.0,3893.1787790015865,4782.26694913891
C13169,Georgia,Jones,1820574.1018726008,0.0,0.0,0.0,16791.859307136616,154234.2907124033,211436.1888553852,106887.1171690426,406132.67573646345,6910.006342024807,21900.00000000116,112531.86815376092,16790.795086648475,69730.84668311347,668892.7173743217,0.0,0.0,7831.685823643394,20504.050628655797
C13171,Georgia,Lamar,1256457.5727781209,0.0,0.0,0.0,13648.300821868626,107899.62933800528,194248.13794119423,13990.076249391688,173964.80925338547,10429.170491497798,21900.00000000008,61846.67510605925,7742.7465599624675,91383.26711865072,533825.2068942456,0.0,0.0,5206.445291182536,20373.107712677007
C13173,Georgia,Lanier,1698462.1540991457,0.0,0.0,0.0,59171.68415680435,33959.68961226846,24394.09370493747,4419.540567284981,995817.3035548631,135.6961704782481,3349.466195259745,77060.73087367904,1167.184901204988,54600.471625378814,405232.6669225412,0.0,0.0,31344.443686770806,7809.18212767452
C13175,Georgia,Laurens,5158562.532663121,0.0,0.0,0.0,137291.85364327137,653193.0709879264,175107.38110960496,289297.5404859432,2582034.9358060174,15735.14830654981,21900.000000002005,181282.2391081136,38546.33714160145,150065.7029179691,877343.9931448036,0.0,0.0,21487.937113091604,15276.392898226262
C13177,Georgia,Lee,5257595.68099041,0.0,0.0,0.0,67513.4346509933,94264.03503889496,66876.31663953989,90013.36230986318,1669871.0537228903,4047.6420239069744,21899.999999999567,241936.12545316675,357184.16004106763,178958.08884156597,2436644.042579371,0.0,0.0,13345.969518870257,15041.450170280055
C13179,Georgia,Liberty,61986757.40776474,0.0,27550.143875041784,0.0,792.3211691698832,1342585.0486319023,243760.28579777363,1430935.1285167153,56199134.21881024,32860.5882961292,21899.99999999878,408643.48760750453,432813.53106485336,82433.80315342001,711559.520022384,0.0,0.0,981367.9669770424,70421.36384258023
C13181,Georgia,Lincoln,1099481.1329504873,0.0,0.0,0.0,0.0,156441.89771615114,4059.2793385255914,9977.455820968835,134330.7845473016,86510.71397232414,21900.000000003634,18269.921248455652,955.8992600415418,178141.19771913323,486779.66857673647,0.0,0.0,1799.9809687045715,314.33378214083274
C13183,Georgia,Long,4665883.118634159,0.0,70.99454753917544,0.0,2076.695199903167,131071.0941842182,47185.97732029695,57541.51059700508,3415993.9290037714,4603.669214564191,47.7256316031,148018.88367999438,70433.52214832579,81332.32298713116,415132.8211162071,0.0,0.0,274029.2280519183,18344.744951680466
C13185,Georgia,Lowndes,17543883.705443595,0.0,0.0,0.0,76385.64121747417,351512.18818740454,211766.98313963195,108072.01374944618,12027129.10388855,1823.458315379817,21900.00000000092,1176396.9773964619,755352.5502052068,100466.5910137517,2355860.8152401783,0.0,0.0,319970.8001888586,37246.58290125107
C13187,Georgia,Lumpkin,3579919.3300339542,0.0,0.0,299421.000564176,5148.645543405131,292314.83776048914,199953.48069840568,0.0,167530.2506848033,415536.93473743857,21900.000000000124,262667.66894597746,48524.74593035964,185159.54081363248,1548954.1033945903,0.0,0.0,19554.96859339332,113253.1523672827
C13189,Georgia,McDuffie,2966760.2369787903,0.0,0.0,0.0,250289.4101015686,373432.23654723994,68615.58498515502,56173.44927241495,348802.3502344129,268196.33930659684,21900.000000000204,50937.702655810564,2301.9034879102246,327316.3009009937,1141636.1612364864,0.0,0.0,14816.218801473035,42342.57944872759
C13191,Georgia,McIntosh,16859543.681292064,0.0,133285.2688776777,0.0,0.0,151027.9290661316,43021.92688890934,47879.834835637696,14672914.119561233,5000.661120944319,21900.000000001583,62347.39823400166,29356.70942803395,44748.95980030895,99316.68671868095,0.0,0.0,1536200.0293424963,12544.157418004055
C13193,Georgia,Macon,1851464.2370245024,0.0,0.0,0.0,60127.9506972932,78387.2358839478,49637.93904006909,55824.5014864624,1144183.2681141244,3832.113420059373,21899.9999999977,35348.36646772821,12204.742232730128,52653.4552118128,322362.408698,0.0,0.0,4766.125773868735,10236.129998408443
C13195,Georgia,Madison,3168145.2350442526,0.0,0.0,0.0,2812.527230816778,262617.0664366954,395021.86841494497,53943.18461570766,516655.2180352266,169602.04192016344,21899.9999999997,159935.8634190327,25319.724214598304,290030.5388877751,1210741.2876566348,0.0,0.0,7235.041432061729,52330.87278059613
C13197,Georgia,Marion,600432.485288514,0.0,0.0,0.0,45782.38249130866,25563.638708117294,28465.03612228383,27353.381911411943,174300.65130276603,2184.770623561443,21899.99999999914,28978.85192920247,1135.286537324808,37413.74305061818,194359.55718934245,0.0,0.0,7074.539374933211,5920.646047644625
C13199,Georgia,Meriwether,1747540.6494126904,0.0,0.0,0.0,108833.3240417258,131696.99674754383,352528.16873166355,0.0,224649.0220407665,7783.672208346675,21899.99999999909,60649.02138611944,93986.49586253209,97193.82564829405,615232.9473880909,0.0,0.0,4952.298399342227,28134.876958266268
C13201,Georgia,Miller,3882176.8706309167,0.0,0.0,0.0,83788.77837096751,25021.421999639493,13493.195366952861,16536.50941276577,2625706.1380979554,113.36881177528404,423.9190507832771,55014.34213629557,443015.7872408423,93420.67394549598,513304.9869682848,0.0,0.0,6270.65818641212,6067.091042746847
C13205,Georgia,Mitchell,8767669.689738406,0.0,0.0,0.0,57713.15520119848,71671.15212509886,61197.03492623621,60038.68254938332,4943946.182099272,1058.2008037539672,21899.999999996802,187978.6753859913,709217.3264121368,202160.1488588694,2420578.569102846,0.0,0.0,10851.969557317929,19358.59271630422
C13207,Georgia,Monroe,2224075.624966628,0.0,0.0,0.0,2748.151242521492,191500.24767016637,289318.2956789347,42215.19661070718,517109.7833863854,10267.934567638784,21899.99999999956,113222.38247283857,66300.5444390333,141614.02733419897,789172.4401466837,0.0,0.0,7804.424262204342,30902.197155315367
C13209,Georgia,Montgomery,1547670.7081295971,0.0,0.0,0.0,71805.36248814505,71833.40497101887,70118.28451895135,50079.53163269135,826290.5904337633,2733.6963192804496,6052.151641859057,23476.99653428702,9628.659802212842,51745.17177232692,346577.94466324226,0.0,0.0,14132.933105927275,3195.9802458916947
C13211,Georgia,Morgan,2704193.2978186426,0.0,0.0,0.0,15283.34670207168,281289.1462417997,368179.9729422719,45822.36218308297,224474.26819780844,445666.6429394797,21899.999999997734,97042.32772702152,117636.88965079033,236386.5357950384,807281.7392295591,0.0,0.0,7250.172449887318,35979.893759834275
C13213,Georgia,Murray,6604492.6160029005,0.0,0.0,556406.202826374,1651.0096484306237,1175331.103475106,262354.87948277965,0.0,160734.6324990182,215660.71824580303,21899.99999999961,266000.8556728546,323560.0280525455,456162.23768453696,3038372.025800966,0.0,0.0,3327.327854379841,123031.5947601059
C13215,Georgia,Muscogee,9038636.758483427,0.0,0.0,0.0,4078.0647706105087,884741.6848858888,716422.365603721,677292.3966764896,3142453.5231928006,62461.127802011,136608.1546212841,624298.6069608532,451932.6647190722,263029.0786876151,1923704.405058708,0.0,0.0,30604.639439416827,121010.04606495563
C13217,Georgia,Newton,7514369.476750333,0.0,0.0,0.0,18615.40401735603,618733.8348579721,1463746.3047538071,84869.90353073488,671076.3212987614,213373.31389258127,122400.0000000002,431767.64248621184,92200.24307172064,293231.67390312435,3378902.2242496945,0.0,0.0,21640.68418283289,103811.92650553488
C13219,Georgia,Oconee,3285253.4730322314,0.0,0.0,0.0,53891.15192844225,395066.0758837493,300023.32112027885,74708.2696949131,486568.02346590685,184230.80969611608,21900.00000000084,154781.70576936667,8398.434619194775,212669.10056292103,1331518.254687477,0.0,0.0,10331.402307565819,51166.9232962992
C13221,Georgia,Oglethorpe,1399002.237674449,0.0,0.0,0.0,9740.132816782205,129953.19663574922,55739.76270043354,39981.883211593085,395163.53483436897,125222.40869776116,21900.000000002,52262.244597164536,11933.587095352237,141904.5719672198,409791.265681327,0.0,0.0,3839.576958801615,1570.0724778938393
C13223,Georgia,Paulding,13065548.776725028,0.0,0.0,0.0,3476.7130466828235,897812.3237913758,1287879.212958645,0.0,532498.8204773255,134753.20627342406,122399.9999999998,886629.6440908905,202284.88103997172,604435.9547356529,8066473.882228696,0.0,0.0,78664.88442031859,248239.25366204584
C13225,Georgia,Peach,2660201.570213354,0.0,0.0,0.0,467465.47511319286,230090.07256562635,264994.3825875878,127013.6733395052,842277.4667399422,98252.83023919677,21899.999999996486,108045.17131240142,12532.555217803132,112017.74033693851,350937.77712909784,0.0,0.0,9715.642216991197,14958.783415074979
C13227,Georgia,Pickens,3745151.582026412,0.0,0.0,229195.89833427648,660.408066655263,330790.7057454107,284186.0715483611,0.0,70424.90785492878,206052.11580931247,67331.63509097548,254661.34217925643,121340.35623270825,335875.3073066053,1748833.5695086257,0.0,0.0,2262.4595230184023,93536.80482627761
C13229,Georgia,Pierce,9719976.668163799,0.0,0.0,51632.6328712082,111285.797547766,127203.54080484378,71744.95830946574,62036.44864773359,7781974.773891437,320.01485053499744,9492.238962189565,173420.18597061615,15932.007307026426,90364.02883196401,656232.6869001471,0.0,0.0,544511.0792486073,23826.274020258792
C13231,Georgia,Pike,1159024.3781661475,0.0,0.0,0.0,20709.237500126732,91582.12559725816,261499.39978184097,14282.127626825562,158892.26031347876,9368.59139554451,21899.99999999973,64684.40189407324,4499.278665161312,96375.3176406494,387475.8363507376,0.0,0.0,6859.032608243578,20896.76879220771
C13233,Georgia,Polk,5425328.384435188,0.0,0.0,0.0,40789.503577496434,465176.0502494471,164869.75252972502,0.0,337297.6263475573,96327.5848396069,21899.999999999927,184159.66821816604,629902.4318841927,290364.87576051406,3179950.9584130747,0.0,0.0,4532.338831070467,10057.5937843365
C13235,Georgia,Pulaski,1323527.1298906407,0.0,0.0,0.0,136931.44254935632,81906.49786507699,45454.4893462737,107930.94648167671,515794.40516651113,2646.908357668377,21899.99999999686,32126.705171497124,38618.04565628486,70472.56570242067,258353.55662039897,0.0,0.0,4627.819884793752,6763.747088685241
C13237,Georgia,Putnam,2631906.1633411986,0.0,0.0,0.0,34975.25824975643,260952.6077733648,277443.8006944391,50146.8304767854,634063.7902161377,192067.7647179273,21899.99999999836,112486.14019402771,152793.13220653823,127811.10933254877,733646.5235514553,0.0,0.0,6709.946217504078,26909.25971071588
C13239,Georgia,Quitman,998362.3748186535,0.0,0.0,0.0,482913.54121907125,4959.7032599802915,11914.551646621734,4114.549987212946,205054.74820999507,632.5504613339327,21899.999999997875,18541.49221673646,2714.482761493427,36942.177800397025,196419.36644115808,0.0,0.0,9448.649642724446,2806.5611719308304
C13241,Georgia,Rabun,2395443.5881718937,0.0,0.0,35271.95290631924,4842.720432270222,146073.7435204546,137122.3077556886,0.0,233167.6385930713,67031.1782190352,21899.99999999956,94716.2468861934,597171.3580430114,345425.49033546087,656328.2424486865,0.0,0.0,3541.1743114716755,52851.53472023135
C13243,Georgia,Randolph,1904711.0023398728,0.0,0.0,0.0,97286.60448560034,27478.70848623212,25258.635654006222,11819.590608880428,854265.3462171019,2241.119772324721,21730.291989322428,56169.19473833001,3228.351619072398,81141.2341558834,703750.0106775835,0.0,0.0,14356.374061518613,5985.539874017152
C13245,Georgia,Richmond,28682243.966810174,0.0,0.0,0.0,60427.81235582234,3652125.10095018,340737.1839483122,802261.9998715542,7200709.630792221,2647558.040157487,21900.000000000255,165608.71793921496,402453.93638709007,4116520.456520213,8865631.299648514,0.0,0.0,46391.787018416515,359918.00122114486
C13247,Georgia,Rockdale,7828325.366542948,0.0,0.0,0.0,0.0,655816.7656642746,1600074.9715624414,123839.85668197271,615513.2693120873,281186.2658864086,21899.9999999999,464704.86490009853,142059.07338432563,360791.2620617339,3447724.0105638555,0.0,0.0,20863.2047343406,93851.82179140985
C13249,Georgia,Schley,494365.28297277744,0.0,0.0,0.0,27222.839092631053,19258.19410257552,8405.203204443415,20841.17887756574,203276.2533744365,1513.5399456138252,20131.206793663783,15321.839853117535,79.73053499179272,32255.261916289932,139642.45458700415,0.0,0.0,2830.6271153625294,3586.953575081609
C13251,Georgia,Screven,8230719.51124303,0.0,0.0,0.0,1121489.3602206656,393572.8147648307,22642.349151033646,90865.03798203602,5693748.117105839,17482.80429867515,21899.999999987474,35655.91360285079,13548.550537801122,166651.01353149203,583639.8929174589,0.0,0.0,53562.65214513006,15961.00498523136
C13253,Georgia,Seminole,6161121.854036635,0.0,0.0,0.0,90001.7604944238,28489.007895627077,28231.263144874076,16752.180458624316,4277797.716664346,173.29856922155284,21273.1724176864,85271.26539210486,705663.4081193161,177428.49277237625,703043.4957654347,0.0,0.0,20049.78338215505,6947.008960443729
C13255,Georgia,Spalding,4200955.370037176,0.0,0.0,0.0,26571.476909013363,462675.5832196853,784784.7479448149,50864.116102584085,594322.05681536,20193.385912436268,21900.000000000273,92407.79140502018,61665.82107316006,227007.46053729244,1780626.586482466,0.0,0.0,11807.829913140295,66128.5137222027
C13257,Georgia,Stephens,2946722.1569377487,0.0,0.0,0.0,1337.936001848904,340074.017976653,160077.64201334023,0.0,253506.33538679924,282279.4767872415,21900.00000000015,158031.9618406181,398787.0744260853,198840.61769409332,1067724.7688313343,0.0,0.0,15217.384093289775,48944.94188644505
C13259,Georgia,Stewart,971345.7567414355,0.0,0.0,0.0,32048.02898783721,18224.877380748152,11213.138747314542,48603.07636847939,274324.65341262595,2300.675334354283,21899.999999996,38749.323293509005,2106.922633786952,34209.353614031155,474126.66644066107,0.0,0.0,9589.764137512631,3949.27639057944
C13261,Georgia,Sumter,5602305.374221795,0.0,0.0,0.0,539950.1754580261,171716.027315726,164884.70402515496,305914.7408474548,2524150.272518134,8065.19416138263,21900.00000000075,248958.6112711675,151705.2306307993,185709.50853062447,1252989.9480061256,0.0,0.0,13562.629747920282,12798.331709279204
C13263,Georgia,Talbot,539561.7420571443,0.0,0.0,0.0,16553.92337842388,21987.522253615527,35239.661693456954,8654.016634087748,155664.87264845037,22932.962552782927,21900.000000001048,18710.671213504644,5321.770886238532,29170.35144514542,194157.08084668848,0.0,0.0,2666.520503456043,6602.38800129267
C13265,Georgia,Taliaferro,265478.34821015433,0.0,0.0,0.0,170.47197111046182,21048.652227758448,18687.503001001776,4079.6334573568897,98845.21866676252,24839.793759733508,15209.634699293096,4764.366293946029,5075.883002233293,26287.8924971534,44495.8195721324,0.0,0.0,278.99469946531445,1694.4843622072196
C13267,Georgia,Tattnall,16447935.333976686,0.0,0.0,0.0,436347.9208554191,422376.8698364197,34914.309158915465,72722.70888219222,14209367.162599329,3429.6341103359728,3902.310906488977,104352.0456205916,106340.00395929551,92077.54638039011,800829.0784813722,0.0,0.0,134266.93150327035,27008.811682666408
C13269,Georgia,Taylor,950583.24498206,0.0,0.0,0.0,104211.08373062492,41831.212696469374,15410.316276922673,29569.25752974512,326716.7932018789,28412.96114055059,21900.00000000514,29293.004997442815,15302.743773970624,40641.548224761216,286309.7906074378,0.0,0.0,4721.503547511726,6263.029254738898
C13271,Georgia,Telfair,2822797.503402819,0.0,0.0,0.0,45370.28995028401,112960.8278453359,12606.766221789756,71613.19313447173,1649542.839591751,2746.0139782472047,18840.42979440584,92222.00656313139,14404.299238107207,69949.15253668801,710109.6287456326,0.0,0.0,12241.455570224753,10190.600232749159
C13273,Georgia,Terrell,2005515.9022607517,0.0,0.0,0.0,106698.19615753464,42887.19100942444,35259.280700793395,25172.093245215336,731514.1455395275,2719.394811471987,20869.010263726654,79768.54410038881,68685.7171834526,94057.59445110743,784980.0183285043,0.0,0.0,4925.174877077213,7979.541592527124
C13275,Georgia,Thomas,20009374.501760207,0.0,0.0,0.0,56501.25954801987,142343.99853845747,103562.80067798562,84015.31429546337,17352909.10788627,863.5538615019254,21900.00000000225,446858.5093621521,608070.3394500474,148048.83771669248,867109.8108375182,0.0,0.0,142783.33038077425,34407.639205322615
C13277,Georgia,Tift,11355786.031515954,0.0,0.0,0.0,104449.46663813636,267436.84153124964,106152.44981306764,75812.61784279051,7075596.426015156,2085.010002779165,21899.999999999487,568283.5002325595,144578.5609802562,204548.50592012252,2689895.615822483,0.0,0.0,42786.416773361256,52260.61994399072
C13279,Georgia,Toombs,7266499.83208696,0.0,0.0,0.0,62391.72498244285,427251.7025411245,152123.45301480492,158170.38185843444,4724495.952433648,8138.847237333661,14952.731435757974,95153.43934963545,26299.298467230168,157681.98192071717,1365008.1979258775,0.0,0.0,58175.73107823552,16656.38984171831
C13281,Georgia,Towns,1597613.1573204196,0.0,0.0,57154.369356454124,9836.419586177923,103980.03215324698,166673.27405787955,0.0,51502.31853415779,189440.6965074488,21899.99999999963,59127.84281514943,55350.12893988291,188626.76949636295,649302.7200650821,0.0,0.0,1621.7507619599596,43096.83504661758
C13283,Georgia,Treutlen,1136696.9609020466,0.0,0.0,0.0,112256.14593055128,55754.214280601846,25858.92990794463,53834.99473908883,554689.8240269001,20602.88286777478,4346.870720410478,19102.63999264272,2831.811300020362,42332.14502580339,235240.73989659117,0.0,0.0,5947.76405090339,3897.998162813414
C13285,Georgia,Troup,8026228.21710084,0.0,0.0,0.0,0.0,573780.4915963212,1014723.5999113031,0.0,1915033.3101109737,391022.2952963088,122400.0000000002,192025.5095061765,1338287.0797615445,236237.86802713285,2160641.0709170103,0.0,0.0,13735.740953024677,68341.2510210452
C13287,Georgia,Turner,2279165.9718839685,0.0,0.0,0.0,62461.58724411401,49465.41757169238,36058.62519357017,16463.04412805425,1205162.3915555791,2613.860131036585,12729.736237493493,91185.79531322008,5332.175260964217,93733.86270168998,693945.9271917704,0.0,0.0,2279.205480192473,7734.343874590799
C13289,Georgia,Twiggs,794981.6082334161,0.0,0.0,0.0,112650.3888462696,59330.9270814148,48247.590295469185,40341.375951391135,211266.7344790165,27470.09193871437,21900.00000000313,24078.63521044912,1742.736381954395,31846.762834087847,204111.40261376236,0.0,0.0,4028.602756923376,7966.359843960295
C13291,Georgia,Union,2829680.1940047108,0.0,0.0,219318.80022080187,5784.930292798882,273826.2024918696,227603.60749357767,0.0,103380.01600170336,170799.61227070988,21900.00000000032,120385.75394721598,127619.89515425893,292425.98566646106,1181375.0918339596,0.0,0.0,5090.855357687901,80169.44327366515
C13293,Georgia,Upson,1972116.97936774,0.0,0.0,0.0,10204.939784697459,163548.62266663066,49879.04917800235,41908.503949883256,579149.2336955022,6729.354233300076,21899.99999999932,217663.02278750832,93009.61244164318,109966.95353240696,641942.3053549045,0.0,0.0,5618.895219058974,30596.486524202293
C13295,Georgia,Walker,11587139.376293931,0.0,0.0,250910.88357328836,15943.78303467814,1163323.3866501795,191953.26267548493,0.0,115669.02043560037,134841.36586758643,33337.26211806726,232982.52753937017,975865.2897447936,238771.58632584207,8058254.472661811,0.0,0.0,2881.9258795006385,172404.60978773105
C13297,Georgia,Walton,6931624.822301817,0.0,0.0,0.0,50203.071549846376,724683.8339816249,1339949.2007403492,73038.90780546049,567965.5838670145,234180.64042389972,21900.000000000004,390550.40144591674,106217.67318471656,260883.6995516302,3017770.7177466955,0.0,0.0,19990.919980865758,124290.17202379664
C13299,Georgia,Ware,10015743.397051228,0.0,0.0,59112.63102641991,83609.14543363325,284013.09982656594,143660.6811446089,114011.3046429362,7310136.886380842,603.3073736330228,21900.000000002965,50345.86692690506,101669.7250773086,142427.1344497601,1181678.860449714,0.0,0.0,465769.3902372792,56805.364081621265
C13301,Georgia,Warren,819534.2594389934,0.0,0.0,0.0,40942.654031727965,91935.37014179151,59226.76748838557,16967.075777019636,197027.342367318,11739.206443533594,21900.000000010376,21230.46408135344,1457.6021612511745,102484.01760457002,241473.45737852243,0.0,0.0,2082.135437679895,11068.16652582975
C13303,Georgia,Washington,2194085.857683236,0.0,0.0,0.0,172732.05642170913,311832.44661010406,48252.99561503172,64740.279899286805,753987.4247823382,133631.9294069175,21900.000000002117,60427.28551140428,17737.176255128557,111307.54191792091,474743.982078412,0.0,0.0,9575.302665655796,13217.436519324565
C13305,Georgia,Wayne,11847972.9425301,0.0,27.985362959562273,49879.79525995085,39189.77065718863,307570.7624163315,105869.86430467144,94182.32880606136,9803233.07122158,7970.736194702445,21900.000000001815,248129.0321413969,28507.95611734584,109018.57950850423,861634.3342015964,0.0,0.0,144935.1299964194,25923.596341390232
C13307,Georgia,Webster,647388.215619286,0.0,0.0,0.0,134280.84030408436,11194.223533669536,16006.547748263236,21462.592534141295,248265.90685700884,1236.3098892512485,21900.000000018743,15138.005616672468,2275.3627869156817,47620.043643206074,120510.44717436071,0.0,0.0,5403.792332671516,2094.143199022452
C13309,Georgia,Wheeler,1038684.2850521116,0.0,0.0,0.0,18140.51106263677,49726.24158801248,9594.620760973316,43223.41206024805,561289.3197753753,2138.533527972844,6538.904322991036,21955.335281486256,6112.060971711006,30945.850859635048,279275.030577926,0.0,0.0,6734.494482117223,3009.969781026204
